,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOLS
HIPK2,-1.447526791,6.448215415,3.233852734,0.004031369,0.305116177,-1.848927522,HIPK2
CHST2,-0.892849457,4.692762621,3.231347454,0.004054806,0.305116177,-1.853682232,CHST2
MRPL20,0.337822847,3.893199708,-3.228078107,0.004085589,0.305116177,-1.859885803,MRPL20
C10orf88,-0.192848361,3.465831674,3.226888068,0.004096851,0.305116177,-1.862143546,C10orf88
MCRIP1,0.334023049,3.998917914,-3.224893076,0.004115798,0.305116177,-1.865928025,MCRIP1
MAPKBP1,0.154161458,3.272612719,-3.224684183,0.004117787,0.305116177,-1.866324262,MAPKBP1
MRPL52,-0.648266257,5.133127537,3.22368864,0.004127278,0.305116177,-1.868212572,MRPL52
SMG1P2,-0.500110625,4.587179145,3.222558897,0.004138074,0.305116177,-1.870355266,SMG1P2
RFLNB,0.361370375,3.868025887,-3.22200154,0.004143411,0.305116177,-1.871412299,RFLNB
SEMA4C,-0.672858643,4.692531308,3.217509328,0.004186668,0.306802037,-1.879930298,SEMA4C
BLMH,-0.655603272,6.356431301,3.213727275,0.004223426,0.306802037,-1.88709961,BLMH
CPT1A,0.441264416,4.062912471,-3.213722892,0.004223469,0.306802037,-1.887107917,CPT1A
OSTCP1,-0.230013898,3.584159126,3.213651085,0.00422417,0.306802037,-1.887244017,OSTCP1
PCDHA12,0.154736679,3.211529074,-3.208408008,0.004275657,0.309481676,-1.897179598,PCDHA12
LEPR,-0.249307347,3.372627346,3.202625729,0.004333146,0.312576085,-1.908132602,LEPR
ANP32A,-0.365255349,3.779780178,3.200483536,0.004354635,0.313061356,-1.91218925,ANP32A
RPL5,-0.578990666,9.59618919,3.193377668,0.004426659,0.317164148,-1.925640993,RPL5
ADGRF1,0.148117436,3.164018775,-3.19079611,0.004453111,0.317884296,-1.930526252,ADGRF1
LYRM7,-0.411501857,4.439370501,3.189476857,0.004466688,0.317884296,-1.933022403,LYRM7
SH3BGRL3,0.710439665,5.772387208,-3.180324211,0.004561995,0.320600532,-1.950333274,SH3BGRL3
GCN1,-0.792635053,7.514296496,3.178884927,0.004577161,0.320600532,-1.953054379,GCN1
BRD7,-0.896502916,6.12566866,3.174875465,0.004619668,0.320600532,-1.960633076,BRD7
SNORD13,-0.393862683,3.67843847,3.173444539,0.004634931,0.320600532,-1.963337255,SNORD13
UNC5CL,-0.391483155,3.739329481,3.17190822,0.004651372,0.320600532,-1.966240275,UNC5CL
CTSA,0.538215301,5.076630285,-3.170703029,0.004664309,0.320600532,-1.968517358,CTSA
RPS6KB1,-0.578516148,5.903672674,3.170534427,0.004666122,0.320600532,-1.968835897,RPS6KB1
MIIP,0.320259836,3.889655035,-3.170003112,0.004671839,0.320600532,-1.969839681,MIIP
YIPF5,-0.349454011,3.606855844,3.167003162,0.004704245,0.320600532,-1.975506548,YIPF5
PGRMC2,-1.27744145,6.91651651,3.166405495,0.004710727,0.320600532,-1.976635376,PGRMC2
GFOD2,-0.692242027,4.594484734,3.166120465,0.004713821,0.320600532,-1.9771737,GFOD2
THPO,0.161545073,3.20324529,-3.165604476,0.004719428,0.320600532,-1.978148197,THPO
SMARCD2,0.583173247,4.317664524,-3.165559786,0.004719914,0.320600532,-1.978232598,SMARCD2
BNIP1,0.425249505,4.609767676,-3.165279904,0.004722959,0.320600532,-1.978761164,BNIP1
FBXW7,-0.569776585,5.787010575,3.162952374,0.004748349,0.320600532,-1.98315634,FBXW7
SLC25A25-AS1,-0.670114802,4.988151919,3.162935876,0.004748529,0.320600532,-1.98318749,SLC25A25-AS1
FAM83D,0.242472428,3.630565874,-3.161720274,0.004761843,0.320600532,-1.985482644,FAM83D
PIP4K2A,-0.524376856,9.512122303,3.158226278,0.004800313,0.32216782,-1.99207837,PIP4K2A
KLHL5,-0.73980922,5.607019391,3.156725119,0.004816933,0.322263468,-1.9949116,KLHL5
MND1,-0.51570846,4.415515734,3.154753744,0.004838845,0.322682364,-1.998631785,MND1
CYP51A1,-0.240703311,3.617567766,3.153428867,0.004853625,0.322682364,-2.001131638,CYP51A1
RPS14,-0.712197584,9.950171744,3.151051367,0.004880258,0.323439071,-2.005616977,RPS14
RPL4,-0.669765784,9.397141943,3.1472645,0.004922971,0.3237145,-2.012759443,RPL4
MED1,-0.671533541,6.499803116,3.145949147,0.004937892,0.3237145,-2.015239842,MED1
RPS27,-0.744426433,9.680717338,3.145536881,0.004942578,0.3237145,-2.01601721,RPS27
EXOSC10,-0.85612312,7.716120367,3.145282722,0.004945469,0.3237145,-2.016496439,EXOSC10
LRRC19,0.163238245,3.212858834,-3.143871479,0.00496155,0.323767856,-2.019157227,LRRC19
CD99L2,-0.990100435,6.979390573,3.140976253,0.004994701,0.324156496,-2.024615002,CD99L2
TOMM7,-0.712787066,9.72423413,3.140682603,0.004998075,0.324156496,-2.025168487,TOMM7
UTP3,-0.729527973,4.88176059,3.136761695,0.005043342,0.324277379,-2.03255755,UTP3
IL11RA,-0.729823028,8.675031359,3.136267965,0.00504907,0.324277379,-2.03348783,IL11RA
GDAP2,-0.262438622,3.648458156,3.135350466,0.005059732,0.324277379,-2.035216471,GDAP2
FRYL,-0.849026122,6.624198646,3.133530184,0.005080948,0.324277379,-2.038645647,FRYL
TLR1,-0.372970869,3.86054185,3.133450755,0.005081876,0.324277379,-2.038795269,TLR1
TMEM14B,-0.683599139,7.583513859,3.132612193,0.005091681,0.324277379,-2.040374828,TMEM14B
PLD6,-0.590451063,4.969683318,3.130545634,0.005115922,0.324845734,-2.044267041,PLD6
ETF1,-0.869517148,7.446945535,3.128028713,0.005145597,0.325576657,-2.049006582,ETF1
SENP7,-0.549472505,5.597065883,3.126969419,0.005158136,0.325576657,-2.051001015,SENP7
RPL36,-0.973434544,7.228527035,3.123833395,0.005195432,0.326957647,-2.05690447,RPL36
GPX5,0.181097384,3.230195367,-3.120822623,0.005231484,0.328185132,-2.062570692,GPX5
PSMA2,-0.525116347,5.19312365,3.116078765,0.005288781,0.328185132,-2.071495651,PSMA2
GPR65,-0.791540462,5.54263873,3.115580042,0.00529484,0.328185132,-2.072433729,GPR65
BIRC2,-0.488422537,4.759942051,3.115318826,0.005298016,0.328185132,-2.072925048,BIRC2
UFM1,-0.458560812,4.287337772,3.114317703,0.005310206,0.328185132,-2.074807956,UFM1
SEPTIN1,0.487935034,3.94685053,-3.112302549,0.005334825,0.328185132,-2.078597566,SEPTIN1
KRTAP1-3,0.150467333,3.216568189,-3.111521904,0.005344391,0.328185132,-2.080065437,KRTAP1-3
IFT57,-0.338995264,3.703505663,3.110021874,0.005362821,0.328185132,-2.08288572,IFT57
WDR34,0.427996625,3.919735073,-3.109451465,0.005369845,0.328185132,-2.08395808,WDR34
CTSD,0.486016155,4.488180305,-3.107499441,0.00539395,0.328185132,-2.087627459,CTSD
TAPT1,-0.43965464,4.719607558,3.107146702,0.005398317,0.328185132,-2.088290467,TAPT1
KIAA0040,0.180696727,3.40876615,-3.106718759,0.00540362,0.328185132,-2.0890948,KIAA0040
OTULIN,-0.465822748,5.172163685,3.105478396,0.005419018,0.328185132,-2.091425938,OTULIN
DBT,-0.596603431,5.487892986,3.10329224,0.005446261,0.328185132,-2.095533994,DBT
EEF1B2,-0.4818359,10.11207904,3.101858664,0.005464197,0.328185132,-2.09822744,EEF1B2
KRTAP3-1,0.163896008,3.179412073,-3.101519021,0.005468455,0.328185132,-2.098865522,KRTAP3-1
PTRH1,0.444476038,5.006846033,-3.099615198,0.005492382,0.328185132,-2.102441862,PTRH1
RNF121,-0.863388426,5.350709236,3.09952802,0.00549348,0.328185132,-2.102605614,RNF121
TRAPPC2L,-0.800396468,8.618027712,3.097191627,0.005522987,0.329021091,-2.1069937,TRAPPC2L
FAM107B,-0.593034576,8.896370424,3.09332803,0.005572118,0.331018176,-2.114248138,FAM107B
YWHAG,-0.667059903,5.665729759,3.091119857,0.005600388,0.331768259,-2.118393189,YWHAG
ARF3,0.466307243,4.516101012,-3.084181976,0.005690116,0.331927894,-2.131411323,ARF3
GOPC,-0.271544958,3.937931288,3.084161314,0.005690385,0.331927894,-2.131450081,GOPC
SAMD9,-0.769976262,6.658657374,3.083010288,0.005705406,0.331927894,-2.133609071,SAMD9
CRY1,-0.651836606,4.926187783,3.081074682,0.005730751,0.331927894,-2.137239209,CRY1
TBC1D10B,0.294906561,3.766208443,-3.080404041,0.005739558,0.331927894,-2.138496818,TBC1D10B
UEVLD,-0.281027651,3.734138263,3.080085404,0.005743747,0.331927894,-2.139094311,UEVLD
TRABD,-0.908163993,8.606874332,3.079731692,0.005748401,0.331927894,-2.139757554,TRABD
TSC22D2,-0.557865894,4.957854698,3.079607196,0.00575004,0.331927894,-2.139990991,TSC22D2
GCC1,-0.889631138,6.816974813,3.077877138,0.00577286,0.331927894,-2.143234676,GCC1
CFHR4,0.146609859,3.089108168,-3.077063643,0.005783621,0.331927894,-2.144759724,CFHR4
NDFIP2,-0.437158312,4.122417727,3.074391292,0.005819107,0.331927894,-2.149768758,NDFIP2
GANAB,-1.04643648,6.777094638,3.073331416,0.005833239,0.331927894,-2.151755048,GANAB
SNORD4A,0.316234436,3.705824311,-3.070336274,0.005873355,0.331927894,-2.15736715,SNORD4A
OSBPL1A,-0.41849358,4.196832965,3.070167944,0.005875618,0.331927894,-2.157682508,OSBPL1A
HSPE1,-0.687608115,6.006553407,3.067438392,0.005912422,0.331927894,-2.162795558,HSPE1
ZBTB11,-0.290072957,3.805853582,3.067172962,0.005916013,0.331927894,-2.1632927,ZBTB11
XRN1,-0.712783394,6.402282548,3.066440974,0.005925927,0.331927894,-2.164663624,XRN1
SLC38A9,-0.474630925,4.672728608,3.065397531,0.005940086,0.331927894,-2.166617709,SLC38A9
MAP3K1,-0.611703381,7.915795024,3.062634438,0.00597774,0.331927894,-2.171791326,MAP3K1
FAM98A,-0.633706361,5.015671541,3.061718596,0.005990271,0.331927894,-2.173505861,FAM98A
PRIMA1,0.127503927,3.202229732,-3.059186702,0.006025046,0.331927894,-2.178245031,PRIMA1
AQP11,-0.172061469,3.25328659,3.058765421,0.006030852,0.331927894,-2.179033474,AQP11
CD79A,0.339898087,4.129678225,-3.057845963,0.00604354,0.331927894,-2.180754164,CD79A
LSM14A,-0.707118097,7.941518433,3.055532668,0.006075578,0.331927894,-2.185082658,LSM14A
EID1,-0.182994161,3.392423476,3.055278892,0.006079103,0.331927894,-2.185557452,EID1
ACADM,-0.466532522,4.688116945,3.05374211,0.006100489,0.331927894,-2.188432402,ACADM
FANK1,-0.443780584,4.290409737,3.052992026,0.006110954,0.331927894,-2.189835479,FANK1
PTPN4,-0.899104612,6.516797679,3.052094944,0.006123493,0.331927894,-2.191513397,PTPN4
SYNJ1,-0.35903982,4.277222712,3.051558963,0.006130996,0.331927894,-2.192515839,SYNJ1
RHOD,0.140738144,3.227880392,-3.05101076,0.006138679,0.331927894,-2.193541087,RHOD
PMF1,0.405675573,4.378387981,-3.050007388,0.006152766,0.331927894,-2.195417455,PMF1
CCDC77,-0.485625363,4.965493458,3.047425511,0.006189159,0.331927894,-2.200244915,CCDC77
RAP2C,-0.419185227,4.854741773,3.047252698,0.006191602,0.331927894,-2.200567991,RAP2C
ACACB,-0.704549316,4.777393523,3.045441484,0.006217266,0.331927894,-2.203953752,ACACB
MPG,-0.179336012,3.249533187,3.045355811,0.006218482,0.331927894,-2.204113889,MPG
ZNF346,-0.528976441,5.021251474,3.044285923,0.006233693,0.331927894,-2.206113579,ZNF346
SRP72,-0.496483531,5.35493622,3.044065453,0.006236831,0.331927894,-2.206525626,SRP72
C1GALT1,-0.238630792,3.697927154,3.043692935,0.006242139,0.331927894,-2.207221823,C1GALT1
CENPO,0.334611565,3.620907606,-3.043635999,0.00624295,0.331927894,-2.207328229,CENPO
EXOC1L,0.129252098,3.163596555,-3.042648779,0.006257037,0.331927894,-2.209173113,EXOC1L
FAM118A,-1.114050255,4.47396898,3.041396006,0.006274958,0.331927894,-2.211514007,FAM118A
UBE2E1,-0.667536891,6.64114427,3.03999107,0.006295115,0.331927894,-2.214138896,UBE2E1
BCORP1,-0.317809552,3.310947894,3.038199634,0.006320907,0.331927894,-2.21748539,BCORP1
BIRC6,-0.499423141,5.031962778,3.035961117,0.006353279,0.331927894,-2.22166625,BIRC6
SP100,-0.551117413,5.621317429,3.034821102,0.006369827,0.331927894,-2.223795103,SP100
KIR2DL4,0.225939526,3.551797866,-3.034583279,0.006373284,0.331927894,-2.224239182,KIR2DL4
PGM5,-0.157050151,3.212663232,3.033352535,0.006391205,0.331927894,-2.226537149,PGM5
CNST,-0.892703437,7.109612762,3.032345136,0.00640591,0.331927894,-2.228417899,CNST
TTC27,-0.565102529,5.713653056,3.032106421,0.006409399,0.331927894,-2.228863538,TTC27
FOXD2,-0.406355516,3.811260721,3.030922027,0.006426739,0.331927894,-2.231074441,FOXD2
SHANK1,0.133808039,3.12089067,-3.029785665,0.006443417,0.331927894,-2.233195447,SHANK1
UBXN4,-0.760615071,6.274640751,3.029025699,0.006454595,0.331927894,-2.234613784,UBXN4
PCMT1,-0.803724109,6.945844903,3.028721435,0.006459075,0.331927894,-2.235181607,PCMT1
NFATC1,-0.858852895,5.94216072,3.02804532,0.006469042,0.331927894,-2.236443328,NFATC1
TUBA4A,-1.111633704,8.474425653,3.025368041,0.006508653,0.331927894,-2.241438675,TUBA4A
ARL17A,-0.550781967,4.023159349,3.024952122,0.006514828,0.331927894,-2.242214593,ARL17A
DENND4A,-0.519169755,4.496426552,3.022692422,0.006548474,0.331927894,-2.246429627,DENND4A
SNORD62A,0.11675639,3.133002498,-3.022608869,0.006549722,0.331927894,-2.246585462,SNORD62A
SNORA56,0.187018408,3.328817524,-3.017559123,0.006625531,0.331927894,-2.256001354,SNORA56
USP48,-0.325915228,3.943843734,3.014395655,0.006673453,0.331927894,-2.261897663,USP48
PCNX2,-0.171113464,3.394508858,3.013662827,0.006684602,0.331927894,-2.263263302,PCNX2
ZNF540,-0.223031057,3.348978049,3.010595115,0.006731468,0.331927894,-2.268978962,ZNF540
LARP1B,-0.438499091,4.435080873,3.010561635,0.006731981,0.331927894,-2.269041333,LARP1B
WIPF1,-0.612969488,6.56225371,3.010354276,0.006735161,0.331927894,-2.269427613,WIPF1
TOX4,-0.420858233,4.5983972,3.01024025,0.00673691,0.331927894,-2.269640023,TOX4
RAP1B,-0.539165558,4.821227774,3.010237136,0.006736957,0.331927894,-2.269645824,RAP1B
NAA50,-0.300267318,4.031962811,3.008856788,0.006758165,0.331927894,-2.272216985,NAA50
PLCG1,-0.646842796,8.047496682,3.008851918,0.00675824,0.331927894,-2.272226056,PLCG1
RPS3A,-0.477590468,10.01180409,3.008650048,0.006761347,0.331927894,-2.272602047,RPS3A
KCNV2,0.167563815,3.285166838,-3.008565214,0.006762653,0.331927894,-2.272760051,KCNV2
RANBP9,-0.470536864,4.674082456,3.008084278,0.006770062,0.331927894,-2.273655779,RANBP9
PRDM10,-0.340969355,4.176777859,3.007319558,0.006781858,0.331927894,-2.275079952,PRDM10
CPOX,-0.498128604,4.48806844,3.004568321,0.006824464,0.331927894,-2.280202815,CPOX
LINC02120,-0.169388573,3.372428149,3.004503047,0.006825478,0.331927894,-2.280324339,LINC02120
MTG1,-0.252101488,3.861160685,3.00417772,0.006830533,0.331927894,-2.280930009,MTG1
TSKU,0.113790216,3.109408699,-3.004009387,0.006833151,0.331927894,-2.28124339,TSKU
GOLGA2P5,-0.309256163,3.945570102,3.003856036,0.006835536,0.331927894,-2.281528876,GOLGA2P5
DMXL1,-0.222200437,3.496721317,3.003822417,0.006836059,0.331927894,-2.281591463,DMXL1
PPP1CA,0.885808544,6.205243031,-3.003600178,0.006839518,0.331927894,-2.282005184,PPP1CA
MYO7A,0.185297275,3.410842158,-3.002217302,0.006861076,0.332166144,-2.284579345,MYO7A
SHISA3,-0.314567194,3.911815142,3.000302688,0.006891031,0.332166144,-2.288142724,SHISA3
SLC7A1,-0.676925598,5.568198817,3.00027829,0.006891414,0.332166144,-2.288188129,SLC7A1
ARPC5,-0.667288255,9.202693316,2.997001456,0.006942978,0.33360991,-2.294285189,ARPC5
KPNB1,-0.702412094,7.226379544,2.996378132,0.006952828,0.33360991,-2.295444752,KPNB1
COA6,-0.446544458,4.549210029,2.99375149,0.006994486,0.334851135,-2.30033026,COA6
ZNF428,-1.080944025,8.378337119,2.989883423,0.00705627,0.336718879,-2.307522419,ZNF428
CMPK1,-0.415249715,4.454270028,2.988745967,0.007074538,0.336718879,-2.309636827,CMPK1
PLCH2,-0.590671555,5.120051593,2.987267516,0.007098351,0.336718879,-2.312384741,PLCH2
MLLT10,-0.440940978,5.070225185,2.98568653,0.0071239,0.336718879,-2.31532277,MLLT10
CPS1-IT1,0.137649373,3.214684627,-2.984777306,0.007138634,0.336718879,-2.317012211,CPS1-IT1
SYT11,-0.755749693,7.496919792,2.984591466,0.007141649,0.336718879,-2.317357504,SYT11
RABGAP1L,-0.512376801,4.960145121,2.98403565,0.007150674,0.336718879,-2.318390175,RABGAP1L
DCAF13,-0.390610449,4.116439957,2.981076205,0.007198912,0.336718879,-2.323887641,DCAF13
RPL26,-0.473940323,10.22508271,2.980971457,0.007200625,0.336718879,-2.324082191,RPL26
PRKAA1,-0.503822447,5.353284171,2.978526545,0.007240722,0.336718879,-2.328622541,PRKAA1
ZDHHC20,0.160375214,3.357586241,-2.975434948,0.007291733,0.336718879,-2.334362171,ZDHHC20
BCL2L15,0.140699091,3.230517225,-2.97508713,0.007297493,0.336718879,-2.335007789,BCL2L15
F2,-0.280338714,3.741883339,2.971633537,0.007354929,0.336718879,-2.341417049,F2
MPHOSPH6,-0.278404049,3.757670645,2.971587671,0.007355694,0.336718879,-2.341502153,MPHOSPH6
PRAP1,0.132597522,3.227378461,-2.971291345,0.007360643,0.336718879,-2.342051971,PRAP1
CEPT1,-0.564968275,5.793177753,2.971184579,0.007362427,0.336718879,-2.342250066,CEPT1
KLHL15,-0.363563357,4.373596278,2.969801379,0.007385575,0.336718879,-2.34481627,KLHL15
ZFAND3,0.243539325,3.462204886,-2.964779371,0.007470209,0.336718879,-2.354130283,ZFAND3
MBNL3,-0.23502236,3.719687627,2.964542023,0.007474232,0.336718879,-2.354570356,MBNL3
LYRM1,-0.567164375,5.815652949,2.964308798,0.007478187,0.336718879,-2.355002773,LYRM1
ARL6IP5,-0.550621077,8.568805279,2.964142993,0.007481,0.336718879,-2.355310182,ARL6IP5
ARRB1,-0.766781004,6.498477406,2.964001454,0.007483402,0.336718879,-2.355572596,ARRB1
NSDHL,0.298027502,4.266131237,-2.963676991,0.007488911,0.336718879,-2.356174139,NSDHL
ATP11B,-0.488122412,4.81273361,2.959522927,0.007559792,0.336718879,-2.363873781,ATP11B
ASB1,-0.793202233,5.356712122,2.959257086,0.00756435,0.336718879,-2.364366405,ASB1
TEAD4,0.162226955,3.234698074,-2.958827164,0.007571727,0.336718879,-2.365163058,TEAD4
LMNTD2,0.150066137,3.270093268,-2.958359472,0.00757976,0.336718879,-2.366029656,LMNTD2
CASC3,0.547088251,4.427766107,-2.957720196,0.007590753,0.336718879,-2.367214117,CASC3
CCL4L2,0.438251776,4.011927987,-2.95770004,0.007591099,0.336718879,-2.367251461,CCL4L2
SBDS,-0.479504511,4.833692914,2.95767071,0.007591604,0.336718879,-2.367305802,SBDS
TSEN15,-0.502146178,5.432958196,2.957280638,0.00759832,0.336718879,-2.368028491,TSEN15
HARS2,-0.535708543,5.524078104,2.957192409,0.00759984,0.336718879,-2.368191948,HARS2
SPDYE1,0.165372929,3.267520616,-2.957111403,0.007601236,0.336718879,-2.368342024,SPDYE1
EFCAB9,0.134179636,3.222048221,-2.957102205,0.007601394,0.336718879,-2.368359064,EFCAB9
MRPL1,-0.384687477,4.179161253,2.956603204,0.007609997,0.336718879,-2.369283504,MRPL1
STAMBP,-0.73057895,6.945300796,2.955647284,0.007626504,0.336718879,-2.371054284,STAMBP
FYTTD1,-0.624010722,4.881261165,2.955170794,0.007634745,0.336718879,-2.371936884,FYTTD1
TAF1D,-0.24154237,3.546268536,2.954565324,0.007645228,0.336718879,-2.373058326,TAF1D
KIR3DL2,0.203921976,3.465690167,-2.954134206,0.007652702,0.336718879,-2.373856792,KIR3DL2
USP14,0.312173762,4.065313411,-2.951768415,0.007693837,0.337141918,-2.378237772,USP14
TMEM39B,0.463962613,4.737027033,-2.951752768,0.00769411,0.337141918,-2.378266743,TMEM39B
HNRNPLL,-0.532644341,5.109827249,2.949936015,0.007725845,0.337834456,-2.381630248,HNRNPLL
RPL32,-0.372327577,10.40123798,2.945615896,0.007801813,0.339207501,-2.389625781,RPL32
ECT2,-0.386325842,4.188984197,2.945508779,0.007803705,0.339207501,-2.389823982,ECT2
MRPL45,-0.669995485,6.808509693,2.944914329,0.007814217,0.339207501,-2.390923863,MRPL45
CAPZA1,-0.393500023,4.058783567,2.944518646,0.007821222,0.339207501,-2.391655936,CAPZA1
LINC00476,-0.38829891,3.64864304,2.940073651,0.007900323,0.340233008,-2.399877671,LINC00476
RSRP1,-0.57339992,5.381911683,2.938620833,0.007926343,0.340233008,-2.402564025,RSRP1
FYCO1,-0.529993206,5.144948889,2.93807758,0.007936094,0.340233008,-2.403568423,FYCO1
PFKM,-0.484888644,4.528058306,2.937781491,0.007941413,0.340233008,-2.404115825,PFKM
HNRNPA3,-0.644095079,4.714177287,2.937664519,0.007943516,0.340233008,-2.404332074,HNRNPA3
PCDHB4,0.150400462,3.173645247,-2.937577796,0.007945075,0.340233008,-2.404492401,PCDHB4
CNOT11,-1.012402932,8.273442491,2.93564572,0.007979885,0.340233008,-2.408063856,CNOT11
RPS6KB2,-1.10724252,8.0564362,2.934236959,0.008005359,0.340233008,-2.410667481,RPS6KB2
NUP98,0.217263564,3.433790249,-2.933972518,0.008010149,0.340233008,-2.411156166,NUP98
DEXI,-0.782293485,7.497618448,2.931718522,0.008051093,0.340233008,-2.415320958,DEXI
CAST,-0.653765058,5.903934833,2.931417958,0.008056567,0.340233008,-2.415876243,CAST
B4GALT2,-0.249357807,3.741115106,2.931008771,0.008064027,0.340233008,-2.416632176,B4GALT2
CDC42,-0.674202158,6.787519779,2.930536739,0.00807264,0.340233008,-2.417504165,CDC42
GIMAP2,-0.500886457,4.741948384,2.92993933,0.008083553,0.340233008,-2.418607701,GIMAP2
URI1,-0.69356775,6.638395282,2.929832452,0.008085507,0.340233008,-2.418805118,URI1
WWP1,-0.761622539,6.666981664,2.924977544,0.008174744,0.341704916,-2.427770279,WWP1
TIAM2,0.323086674,3.550212724,-2.92434987,0.00818635,0.341704916,-2.428928999,TIAM2
TMOD2,-0.208966617,3.545049433,2.923717612,0.008198057,0.341704916,-2.430096098,TMOD2
C1orf159,0.184940619,3.295909874,-2.922797013,0.008215131,0.341704916,-2.431795302,C1orf159
LOC407835,0.47425111,4.558642232,-2.922295311,0.00822445,0.341704916,-2.432721251,LOC407835
ATP6V0E1,-0.630969532,9.249382292,2.921974932,0.008230407,0.341704916,-2.433312519,ATP6V0E1
HIVEP1,0.166423142,3.305022732,-2.919684307,0.008273115,0.341704916,-2.437539309,HIVEP1
UBE2Q2,-0.549486622,5.34785604,2.919667032,0.008273438,0.341704916,-2.437571181,UBE2Q2
H2AFV,-0.423919347,4.113329459,2.919238808,0.008281446,0.341704916,-2.438361242,H2AFV
NRBP1,0.352941526,4.347653948,-2.919230188,0.008281607,0.341704916,-2.438377145,NRBP1
TMEM220,0.109666596,3.192838069,-2.91727711,0.008318226,0.342549387,-2.441980027,TMEM220
